date,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients
1/16/2022,2022,3,2.80631,2.67796,9492,15006,NA,13268,6185,4547,48498,3503,1811003
1/23/2022,2022,4,2.07428,1.97776,7309,9877,NA,9526,4582,3516,34810,3485,1760073
1/30/2022,2022,5,1.68283,1.56091,6082,6431,NA,7748,3018,2552,25831,3415,1654872
2/6/2022,2022,6,1.44399,1.34542,6395,5170,NA,7610,2401,2155,23731,3474,1763832
2/13/2022,2022,7,1.49042,1.37085,6917,4645,NA,8500,2083,1801,23946,3474,1746795
2/20/2022,2022,8,1.46656,1.37026,7057,4638,NA,8330,1816,1768,23609,3472,1722955
2/27/2022,2022,9,1.58712,1.42301,7423,5008,NA,9830,1864,1676,25801,3470,1813130
3/6/2022,2022,10,1.70414,1.54683,8210,5060,NA,11085,1951,1771,28077,3485,1815133
3/13/2022,2022,11,1.83426,1.67881,9042,5914,NA,12124,2202,2077,31359,3454,1867926
3/20/2022,2022,12,1.87437,1.73443,9302,5973,NA,12648,2334,2166,32423,3449,1869370
3/27/2022,2022,13,1.97666,1.85462,9613,6759,NA,13660,2384,2406,34822,3443,1877580
4/3/2022,2022,14,2.07192,1.99404,10562,7272,NA,15187,2573,2550,38144,3453,1912899
4/10/2022,2022,15,2.16356,2.12964,11336,7838,NA,16095,2868,2829,40966,3446,1923613
4/17/2022,2022,16,2.20516,2.1833,11734,8315,NA,15748,3172,3117,42086,3457,1927635
4/24/2022,2022,17,2.30897,2.21509,12070,8422,NA,16372,3274,3282,43420,3426,1960190
5/1/2022,2022,18,2.36195,2.4143,12835,9402,NA,18631,3608,3323,47799,3394,1979830
5/8/2022,2022,19,2.55252,2.60892,14243,10135,NA,19989,3843,3815,52025,3376,1994121
5/15/2022,2022,20,2.4544,2.60434,15055,10460,NA,20746,3985,3835,54081,3414,2076569
5/22/2022,2022,21,2.39129,2.66831,14561,10167,NA,19982,4010,3665,52385,3351,1963229
5/29/2022,2022,22,2.43334,2.64646,15809,10584,NA,17507,4060,3903,51863,3345,1959711
6/5/2022,2022,23,2.16338,2.29329,14154,9654,NA,13726,3941,3765,45240,3342,1972714
6/12/2022,2022,24,1.9885,2.0741,12858,8941,NA,11205,3665,3581,40250,3302,1940597
6/19/2022,2022,25,1.87681,1.91807,11865,8676,NA,9933,3736,3620,37830,3355,1972297
6/26/2022,2022,26,1.80431,1.80208,11066,8004,NA,8513,3523,3460,34566,3237,1918113
7/3/2022,2022,27,1.8187,1.79307,10580,8380,NA,8593,3697,3733,34983,3345,1951013
7/10/2022,2022,28,1.67889,1.66869,9525,8324,NA,8111,3546,3505,33011,3313,1978256
7/17/2022,2022,29,1.66049,1.64913,9361,8219,NA,8116,3483,3432,32611,3313,1977461
7/24/2022,2022,30,1.67087,1.64799,9153,8056,NA,7859,3485,3487,32040,3289,1944189
7/31/2022,2022,31,1.53015,1.5292,8659,7295,NA,7476,3104,3107,29641,3305,1938338
8/7/2022,2022,32,1.51566,1.51741,8329,6816,NA,7813,2804,2880,28642,3198,1887562
8/14/2022,2022,33,1.60511,1.61916,9479,6659,NA,9934,2819,2681,31572,3293,1949894
8/21/2022,2022,34,1.83833,1.81145,10792,7079,NA,12593,2730,2593,35787,3280,1975601
8/28/2022,2022,35,1.96617,1.89564,11524,6980,NA,13887,2670,2452,37513,3260,1978914
9/4/2022,2022,36,2.02613,1.94934,12548,6978,NA,13475,2701,2632,38334,3290,1966513
9/11/2022,2022,37,2.04444,1.97433,13405,6751,NA,14610,2618,2454,39838,3322,2017799
9/18/2022,2022,38,2.29157,2.19998,15939,6924,NA,16713,2658,2492,44726,3334,2033022
9/25/2022,2022,39,2.37316,2.29832,17080,6945,NA,16825,2795,2676,46321,3353,2015431
10/2/2022,2022,40,2.61928,2.59379,18503,10718,NA,20141,4094,3862,57318,3684,2209814
10/9/2022,2022,41,2.97342,2.85133,20623,11519,NA,22779,4394,4073,63388,3720,2223106
10/16/2022,2022,42,3.33747,3.31688,23713,13719,NA,28368,5303,4512,75615,3726,2279700
10/23/2022,2022,43,4.40914,4.4466,32012,19586,NA,45003,7037,5858,109496,3788,2462467
10/30/2022,2022,44,5.46044,5.54702,37474,25460,NA,61015,8469,6829,139247,3776,2510305
11/6/2022,2022,45,5.77391,5.67263,38651,26941,NA,57053,9791,7619,140055,3793,2468962
11/13/2022,2022,46,5.95367,5.73531,34849,28672,NA,55229,10171,8498,137419,3777,2396019
11/20/2022,2022,47,7.46674,7.37142,39539,36157,NA,62925,13876,12439,164936,3765,2237505
11/27/2022,2022,48,7.22916,7.24012,38495,48042,NA,63623,18626,16887,185673,3767,2564503
12/4/2022,2022,49,6.83803,6.82928,32316,40778,NA,62563,16557,15034,167248,3750,2448985
12/11/2022,2022,50,6.32716,6.46231,28976,38007,NA,55613,15506,13570,151672,3751,2347026
12/18/2022,2022,51,5.98024,6.1412,25500,34587,NA,41624,14564,13703,129978,3715,2116491
12/25/2022,2022,52,5.33738,5.46656,22891,31974,NA,27251,14961,15454,112531,3703,2058533
1/1/2023,2023,1,3.94632,4.07732,16651,27662,NA,21006,13549,13166,92034,3740,2257219
1/8/2023,2023,2,2.95379,3.05773,12231,19912,NA,18061,9135,8381,67720,3737,2214718
1/15/2023,2023,3,2.64461,2.70671,11720,15844,NA,16915,7000,6291,57770,3730,2134322
1/22/2023,2023,4,2.63254,2.67225,12170,15618,NA,18680,6410,5353,58231,3716,2179097
1/29/2023,2023,5,2.58785,2.68591,12686,15506,NA,19751,6113,5270,59326,3734,2208786
2/5/2023,2023,6,2.59797,2.70465,13271,15921,NA,20964,6469,5633,62258,3735,2301891
2/12/2023,2023,7,2.57397,2.6371,13127,15055,NA,19818,6263,5402,59665,3695,2262519
2/19/2023,2023,8,2.53338,2.58651,13478,13880,NA,18410,6054,5401,57223,3719,2212367
2/26/2023,2023,9,2.41141,2.44348,12693,13849,NA,18281,5769,5090,55682,3725,2278801
3/5/2023,2023,10,2.36135,2.40445,12840,13379,NA,18388,5365,4714,54686,3722,2274369
3/12/2023,2023,11,2.35552,2.43524,13086,13264,NA,17814,5298,4801,54263,3713,2228243
3/19/2023,2023,12,2.31452,2.41343,13043,13685,NA,18685,5286,4695,55394,3665,2295244
3/26/2023,2023,13,2.26061,2.34891,12413,13208,NA,18078,5005,4638,53342,3688,2270922
4/2/2023,2023,14,2.13495,2.20628,11586,11976,NA,15673,4783,4337,48355,3680,2191695
4/9/2023,2023,15,2.01808,2.0726,11151,11853,NA,14832,4552,4337,46725,3665,2254413
4/16/2023,2023,16,1.91773,1.95437,9912,11388,NA,14788,4361,4058,44507,3680,2277306
4/23/2023,2023,17,1.91233,1.97315,10041,11176,NA,15803,4133,3649,44802,3677,2270577
4/30/2023,2023,18,1.95706,2.0174,10013,11224,NA,16115,4283,3947,45582,3652,2259439
5/7/2023,2023,19,1.92178,1.99349,10187,11067,NA,16725,4072,3718,45769,3654,2295923
5/14/2023,2023,20,1.88696,1.96616,9740,10697,NA,15517,3875,3458,43287,3653,2201602
5/21/2023,2023,21,1.83831,1.91398,9389,10386,NA,14611,3640,3490,41516,3518,2169098
5/28/2023,2023,22,1.85243,1.93826,9568,10413,NA,14220,3845,3543,41589,3601,2145684
6/4/2023,2023,23,1.58197,1.69283,8309,9954,NA,11628,3622,3426,36939,3583,2182091
6/11/2023,2023,24,1.49009,1.57462,7741,9289,NA,10223,3447,3180,33880,3589,2151633
6/18/2023,2023,25,1.36698,1.44401,6998,8727,NA,8941,3236,2987,30889,3582,2139112
6/25/2023,2023,26,1.276,1.32385,6388,8130,NA,8012,3046,2910,28486,3539,2151758
7/2/2023,2023,27,1.23501,1.29091,5944,7472,NA,7475,2940,2817,26648,3569,2064286
7/9/2023,2023,28,1.16269,1.20177,5608,7567,NA,7043,2925,2760,25903,3542,2155400
7/16/2023,2023,29,1.12962,1.19268,5718,7476,NA,6836,2931,2841,25802,3560,2163359
7/23/2023,2023,30,1.1716,1.23085,5812,7475,NA,7046,3137,2947,26417,3551,2146245
7/30/2023,2023,31,1.20886,1.26099,5678,7979,NA,6966,3273,3000,26896,3542,2132922
8/6/2023,2023,32,1.28069,1.35931,5982,8642,NA,7764,3560,3365,29313,3521,2156467
8/13/2023,2023,33,1.45906,1.53965,6688,9791,NA,9759,3784,3641,33663,3533,2186399
8/20/2023,2023,34,1.72129,1.8262,8234,11256,NA,13151,4300,4038,40979,3524,2243946
8/27/2023,2023,35,1.95643,1.97735,8980,11792,NA,14664,4630,4345,44411,3537,2245988
9/3/2023,2023,36,2.02622,2.0246,9546,11819,NA,14159,4621,4589,44734,3538,2209523
9/10/2023,2023,37,1.95721,1.99147,9485,11798,NA,14904,4699,4401,45287,3558,2274050
9/17/2023,2023,38,2.04894,2.13438,10912,11970,NA,16162,4711,4510,48265,3558,2261308
9/24/2023,2023,39,2.10325,2.17945,11376,12299,NA,16110,4934,4550,49269,3552,2260617
10/1/2023,2023,40,2.29246,2.25902,13511,13430,NA,18994,5290,5052,56277,4127,2491208
10/8/2023,2023,41,2.32301,2.30946,14403,13938,NA,18523,5428,5088,57380,4145,2484565
10/15/2023,2023,42,2.54346,2.51464,15712,14455,NA,20287,5812,6187,62453,4131,2483573
10/22/2023,2023,43,2.731,2.67937,16971,15452,NA,22354,6072,6700,67549,4156,2521074
10/29/2023,2023,44,2.97132,2.91185,17784,16573,NA,24733,6335,6687,72112,4150,2476504
11/5/2023,2023,45,3.43915,3.32485,21454,19306,NA,29393,7423,7741,85317,4146,2566043
11/12/2023,2023,46,3.72221,3.57182,22011,21538,NA,30763,8074,8411,90797,4149,2542038
11/19/2023,2023,47,3.96418,3.78817,22379,20377,NA,25918,8365,8408,85447,4162,2255630
11/26/2023,2023,48,4.06554,3.95919,22624,28320,NA,30290,11121,11193,103548,4135,2615381
12/3/2023,2023,49,4.42345,4.35408,23342,28996,NA,38072,12182,11359,113951,4098,2617107
12/10/2023,2023,50,5.23015,5.2067,26060,34987,NA,48218,13983,12561,135809,4112,2608352
12/17/2023,2023,51,6.29282,6.31029,29750,45227,NA,53426,18090,16604,163097,4083,2584619
12/24/2023,2023,52,6.8564,6.90448,31461,50010,NA,41750,21678,21694,166593,4075,2412825
12/31/2023,2024,1,5.76741,5.76183,24655,46988,NA,32258,20517,19363,143781,4100,2495405
1/7/2024,2024,2,4.71124,4.7531,18115,37048,NA,31337,16378,15370,118248,4096,2487810
1/14/2024,2024,3,4.37495,4.35071,16144,30545,NA,29092,12622,11542,99945,4106,2297213
1/21/2024,2024,4,4.29022,4.22407,16212,31771,NA,34316,12481,10636,105416,4132,2495602
1/28/2024,2024,5,4.46938,4.27941,17241,30380,NA,38460,11582,10031,107694,4110,2516564
2/4/2024,2024,6,4.50725,4.39987,17947,31575,NA,41690,11534,10034,112780,4116,2563258
2/11/2024,2024,7,4.40091,4.33579,17377,30736,NA,38854,11228,9949,108144,4101,2494214
2/18/2024,2024,8,4.37543,4.319,17637,31213,NA,36968,11314,10156,107288,4094,2484096
2/25/2024,2024,9,4.09606,4.07863,17319,30521,NA,35834,11034,9901,104609,4092,2564806
3/3/2024,2024,10,3.74631,3.72784,16477,26559,NA,32940,9683,8809,94468,4096,2534125
3/10/2024,2024,11,3.43299,3.39836,15861,23666,NA,29058,8453,7730,84768,4034,2494379
3/17/2024,2024,12,3.10658,3.1499,15078,21970,NA,26428,7814,7112,78402,4087,2489028
3/24/2024,2024,13,2.9835,3.01987,14358,21092,NA,23238,7443,7010,73141,4076,2421991
3/31/2024,2024,14,2.77628,2.81604,13847,19972,NA,20188,7091,6684,67782,4046,2406993
4/7/2024,2024,15,2.54083,2.57626,13143,18062,NA,19347,6761,6299,63612,4051,2469161
4/14/2024,2024,16,2.23872,1.26787,11664,15555,NA,18048,5911,5738,56916,4022,4489093
4/21/2024,2024,17,2.19339,2.22873,11049,14533,NA,17281,5484,5103,53450,3891,2398230
